"fecha","pm25","pm10","ozono","nox"
"2017-01-01 00:00:00",65.0,97.0,2.51998,74.762
"2017-01-01 00:00:00",40.0,61.0,1.51306,0
"2017-01-01 01:00:00",115.0,158.0,2.61847,97.3882
"2017-01-01 01:00:00",95.0,135.0,1.47069,0
"2017-01-01 02:00:00",123.0,189.0,2.78399,105.009
"2017-01-01 02:00:00",36.0,79.0,1.23111,0
"2017-01-01 03:00:00",162.0,221.0,2.94248,119.293
"2017-01-01 03:00:00",33.0,53.0,1.62431,0
"2017-01-01 04:00:00",136.0,193.0,2.77272,109.71
"2017-01-01 04:00:00",37.0,64.0,1.11708,0
"2017-01-01 05:00:00",167.0,221.0,3.01337,82.0339
"2017-01-01 05:00:00",35.0,44.0,1.11472,0
"2017-01-01 06:00:00",71.0,109.0,2.4209,32.411
"2017-01-01 06:00:00",47.0,72.0,0.888194,0
"2017-01-01 07:00:00",79.0,111.0,2.51849,45.742
"2017-01-01 07:00:00",62.0,94.0,0.9325,0
"2017-01-01 08:00:00",98.0,141.0,3.00212,62.0033
"2017-01-01 08:00:00",60.0,92.0,7.06306,0
"2017-01-01 09:00:00",92.0,135.0,9.5754,38.0348
"2017-01-01 09:00:00",61.0,94.0,24.7796,0
"2017-01-01 10:00:00",67.0,95.0,25.9984,16.0878
"2017-01-01 10:00:00",63.0,93.0,48.6244,0
"2017-01-01 11:00:00",29.0,40.0,19.9548,3.85767
"2017-01-01 11:00:00",34.0,57.0,52.2646,0
"2017-01-01 12:00:00",35.0,55.0,17.851,3.08503
"2017-01-01 12:00:00",17.0,37.0,45.6275,0
"2017-01-01 13:00:00",27.0,49.0,17.6985,4.19993
"2017-01-01 13:00:00",21.0,32.0,50.8506,0
"2017-01-01 14:00:00",20.0,31.0,16.9468,5.75902
"2017-01-01 14:00:00",12.0,39.0,46.6063,0
"2017-01-01 15:00:00",14.0,26.0,16.8643,5.12374
"2017-01-01 15:00:00",25.0,33.0,40.9668,0
"2017-01-01 16:00:00",20.0,39.0,17.7509,9.24455
"2017-01-01 16:00:00",12.0,25.0,30.581,0
"2017-01-01 17:00:00",8.0,22.0,15.9295,6.84599
"2017-01-01 17:00:00",23.0,19.0,27.96,0
"2017-01-01 18:00:00",9.0,27.0,12.0631,10.7715
"2017-01-01 18:00:00",11.0,32.0,17.0063,0
"2017-01-01 19:00:00",11.0,29.0,6.84216,15.0499
"2017-01-01 19:00:00",23.0,26.0,11.8347,0
"2017-01-01 20:00:00",20.0,36.0,5.37987,19.8517
"2017-01-01 20:00:00",10.0,28.0,8.84833,0
"2017-01-01 21:00:00",16.0,29.0,4.84416,23.0242
"2017-01-01 21:00:00",9.0,27.0,7.17542,0
"2017-01-01 22:00:00",12.0,30.0,5.13232,15.9473
"2017-01-01 22:00:00",17.0,32.0,3.79903,0
"2017-01-01 23:00:00",13.0,40.0,4.98706,14.0233
"2017-01-01 23:00:00",15.0,25.0,6.88986,0
"2017-01-02 00:00:00",16.0,41.0,4.6262,11.1002
"2017-01-02 00:00:00",12.0,15.0,6.79167,0
"2017-01-02 01:00:00",15.0,37.0,5.82545,5.50165
"2017-01-02 01:00:00",13.0,26.0,6.46319,0
"2017-01-02 02:00:00",20.0,33.0,5.81246,6.02204
"2017-01-02 02:00:00",16.0,19.0,4.71806,0
"2017-01-02 03:00:00",17.0,31.0,5.24187,5.36327
"2017-01-02 03:00:00",15.0,33.0,4.90319,0
"2017-01-02 04:00:00",19.0,35.0,4.34543,6.53876
"2017-01-02 04:00:00",11.0,30.0,5.25486,0
"2017-01-02 05:00:00",19.0,52.0,3.00735,29.7272
"2017-01-02 05:00:00",10.0,17.0,4.36694,0
"2017-01-02 06:00:00",29.0,55.0,2.56939,35.4997
"2017-01-02 06:00:00",17.0,37.0,1.69417,0
